"Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","BodyMass.Value"
"Proechimys echinothrix","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.68030911847056
"Proechimys mincae","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys cuvieri","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.80211837537706
"Proechimys chrysaeolus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys canicollis","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys guyannensis","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.75266787238601
"Proechimys hoplomyoides","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys kulinae","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.68030911847056
"Proechimys longicaudatus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.32787616878958
"Proechimys gardneri","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.68030911847056
"Proechimys magdalenae","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys brevicauda","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Thrichomys inermis","Echimyidae",0,0,0,0,0,0,60,0,40,0,1,0,0,5.82894561761021
"Thrichomys pachyurus","Echimyidae",0,0,0,0,0,0,60,0,40,0,1,0,0,5.82894561761021
"Thrichomys apereoides","Echimyidae",0,0,0,0,0,0,60,0,40,0,1,0,0,5.82894561761021
"Trinomys paratus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.4663286852242
"Trinomys dimidiatus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.12752904556775
"Trinomys gratiosus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.4663286852242
"Trinomys iheringi","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.39992585213613
"Trinomys mirapitanga","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.4663286852242
"Trinomys moojeni","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.4663286852242
"Trinomys myosuros","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.6559568451736
"Trinomys eliasi","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.30330490805908
"Trinomys yonenagae","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.4663286852242
"Trinomys albispinus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.6559568451736
"Trinomys setosus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.6559568451736
"Olallamys edax","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.33464929579543
"Olallamys albicauda","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.61495126094959
"Boromys offella","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.6104969106002
"Boromys torrei","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.6104969106002
"Brotomys contractus","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.6104969106002
"Brotomys voratus","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.6104969106002
"Heteropsomys insulans","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.6104969106002
"Heteropsomys antillensis","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.6104969106002
"Thryonomys gregorianus","Thryonomyidae",0,0,0,0,0,0,10,0,10,80,1,0,0,7.90401733136644
"Thryonomys swinderianus","Thryonomyidae",0,0,0,0,0,0,10,0,10,80,1,0,0,8.06495717906041
"Chaetomys subspinosus","Erethizontidae",0,0,0,0,0,0,40,0,60,0,1,0,0,7.17088079208788
"Coendou rothschildi","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.60140233458373
"Coendou prehensilis","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,8.38958025015527
"Coendou nycthemera","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,8.00669418097297
"Coendou bicolor","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,8.30673138575797
"Echinoprocta rufescens","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,6.72479351730076
"Erethizon dorsatum","Erethizontidae",0,0,0,0,0,0,10,0,20,70,1,0,0,8.86592285504383
"Sphiggurus insidiosus","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,6.90875477931522
"Sphiggurus villosus","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.46794804329182
"Sphiggurus vestitus","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,6.60258789218934
"Sphiggurus melanurus","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.55013534248843
"Sphiggurus roosmalenorum","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.12547615412795
"Sphiggurus mexicanus","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.60140233458373
"Sphiggurus pruinosus","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.12547615412795
"Sphiggurus ichillus","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.12547615412795
"Sphiggurus spinosus","Erethizontidae",0,0,0,0,0,0,30,0,0,70,1,0,0,6.62245702963166
"Dinomys branickii","Dinomyidae",0,0,0,0,0,0,40,0,0,60,1,0,0,9.43356392009056
"Microcavia australis","Caviidae",0,0,0,0,0,0,30,0,0,70,0,0,1,5.65983058712702
"Microcavia niata","Caviidae",0,0,0,0,0,0,30,0,0,70,0,0,1,5.54595838946263
"Microcavia shiptoni","Caviidae",0,0,0,0,0,0,30,0,0,70,0,0,1,5.2257466737132
"Hydrochoerus hydrochaeris","Caviidae",0,0,0,0,0,0,10,0,0,90,0,0,1,10.7819914707316
"Hydrochoerus isthmius","Caviidae",0,0,0,0,0,0,10,0,0,90,0,0,1,9.96497392058965
"Dasyprocta azarae","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,7.74543128313391
"Dasyprocta guamara","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,7.88270352270934
"Dasyprocta ruatanica","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,7.95792284380943
"Dasyprocta fuliginosa","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,8.16080963359188
"Dasyprocta kalinowskii","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,7.88270352270934
"Dasyprocta cristata","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,7.88270352270934
"Dasyprocta leporina","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,8.01334980168915
"Dasyprocta mexicana","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,8.5173931714189
"Dasyprocta prymnolopha","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,7.97281423120267
"Dasyprocta punctata","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,7.89207094737864
"Dasyprocta coibae","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,1,1,7.88650612359874
"Myoprocta pratti","Dasyproctidae",20,0,0,0,0,0,40,0,0,40,0,0,1,6.87495312274976
"Myoprocta acouchy","Dasyproctidae",10,0,0,0,0,0,40,0,0,50,0,0,1,6.39859493453521
"Cuniculus taczanowskii","Cuniculidae",0,0,0,0,0,0,20,0,30,50,1,0,0,9.10508540630332
"Cuniculus paca","Cuniculidae",0,0,0,0,0,0,20,0,30,50,1,0,0,9.00865861000295
"Aconaemys sagei","Octodontidae",0,0,0,0,0,0,40,0,0,60,0,0,1,4.5798523780038
"Aconaemys fuscus","Octodontidae",0,0,0,0,0,0,40,0,0,60,1,0,0,4.90156419904189
"Aconaemys porteri","Octodontidae",0,0,0,0,0,0,40,0,0,60,1,1,1,4.74057482299429
"Octodon pacificus","Octodontidae",0,0,0,0,0,0,20,0,20,60,0,0,1,5.27474163001933
"Octodon bridgesi","Octodontidae",0,0,0,0,0,0,20,0,20,60,0,0,1,5.01727983681492
"Octodon degus","Octodontidae",0,0,0,0,0,0,20,0,20,60,0,0,1,5.35185813347607
"Octodon lunatus","Octodontidae",0,0,0,0,0,0,20,0,20,60,0,0,1,5.4553211153577
"Octodontomys gliroides","Octodontidae",0,0,0,0,0,0,50,0,0,50,0,1,0,5.01727983681492
"Pipanacoctomys aureus","Octodontidae",0,0,0,0,0,0,30,0,0,70,0,0,1,4.92449626377433
"Salinoctomys loschalchalerosorum","Octodontidae",0,0,0,0,0,0,30,0,0,70,0,0,1,4.92449626377433
"Capromys pilorides","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,8.63958779962984
"Capromys gundlachianus","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,8.63958779962984
"Geocapromys brownii","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.31388683163346
"Geocapromys ingrahami","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,6.68586094706836
"Geocapromys thoracatus","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,1,0,7.31388683163346
"Mesocapromys nanus","Capromyidae",0,0,0,0,0,0,30,0,0,70,0,0,1,6.37046589173029
"Mesocapromys sanfelipensis","Capromyidae",0,0,0,0,0,0,30,0,0,70,0,0,1,6.31976059244502
"Mesocapromys melanurus","Capromyidae",0,0,0,0,0,0,30,0,0,70,0,0,1,6.784615421139
"Mesocapromys auritus","Capromyidae",0,0,0,0,0,0,30,0,0,70,0,0,1,6.37425791595173
"Mesocapromys angelcabrerai","Capromyidae",0,0,0,0,0,0,30,0,0,70,0,0,1,6.15485809401642
"Mysateles meridionalis","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,6.78627667311026
"Mysateles prehensilis","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,6.8327191839479
"Mysateles garridoi","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,6.83528135565853
"Hexolobodon phenax","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.20867435446591
"Isolobodon montanus","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.20867435446591
"Isolobodon portoricensis","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.20867435446591
"Plagiodontia araeum","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.14519613499717
"Plagiodontia ipnaeum","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.14519613499717
"Plagiodontia aedium","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.14519613499717
"Rhizoplagiodontia lemkei","Capromyidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.20867435446591
"Atelerix albiventris","Erinaceidae",20,10,30,0,10,0,20,0,0,10,1,0,0,6.39859493453521
"Atelerix algirus","Erinaceidae",20,10,30,0,10,0,20,0,0,10,1,0,0,7.13169851046691
"Atelerix frontalis","Erinaceidae",20,10,30,0,10,0,20,0,0,10,1,0,0,5.73818390137353
"Atelerix sclateri","Erinaceidae",20,10,30,0,10,0,20,0,0,10,1,0,0,6.29184687876299
"Hemiechinus auritus","Erinaceidae",30,0,0,0,30,20,10,0,10,0,1,0,0,5.83773044716594
"Hemiechinus collaris","Erinaceidae",30,0,0,0,30,20,10,0,10,0,1,0,0,4.95582705760126
"Mesechinus dauuricus","Erinaceidae",0,0,0,0,40,30,10,0,20,0,1,0,0,5.83773044716594
"Mesechinus hughi","Erinaceidae",0,0,0,0,40,30,10,0,20,0,1,0,0,5.75830222509865
"Paraechinus aethiopicus","Erinaceidae",30,0,0,0,30,20,10,0,10,0,1,0,0,5.8676005598856
"Paraechinus hypomelas","Erinaceidae",30,0,0,0,30,20,10,0,10,0,1,0,0,5.36597601502185
"Paraechinus micropus","Erinaceidae",30,0,0,0,30,20,10,0,10,0,1,0,0,5.14749447681345
"Paraechinus nudiventris","Erinaceidae",30,0,0,0,30,20,10,0,10,0,1,0,0,5.4601810814396
"Solenodon paradoxus","Solenodontidae",30,10,20,0,0,0,20,0,0,20,1,0,0,6.80350525760834
"Solenodon marcanoi","Solenodontidae",30,10,20,0,0,0,20,0,0,20,1,0,0,6.64098632811056
"Solenodon cubanus","Solenodontidae",30,10,20,0,0,0,20,0,0,20,1,0,0,6.47850964220857
"Solenodon arredondoi","Solenodontidae",20,10,20,0,0,0,20,0,0,30,1,0,0,6.64098632811056
"Acerodon celebensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.96870755998537
"Acerodon humilis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.13874165799207
"Acerodon jubatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.98100574072173
"Acerodon leucotis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.13874165799207
"Acerodon mackloti","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.15555848562762
"Aethalops aequalis","Pteropodidae",0,0,0,0,0,0,50,50,0,0,1,0,0,2.77258872223978
"Aethalops alecto","Pteropodidae",0,0,0,0,0,0,70,30,0,0,1,0,0,2.77258872223978
"Alionycteris paucidentata","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,2.84199817361195
"Aproteles bulmerae","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,6.39859493453521
"Balionycteris maculata","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,2.66444656362008
"Casinycteris argynnis","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.4291367503514
"Chironax melanocephalus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,2.87186828633161
"Cynopterus nusatenggara","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.62273965160939
"Cynopterus sphinx","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.79907824641201
"Cynopterus titthaecheilus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.08311508027055
"Cynopterus luzoniensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.72086249996699
"Cynopterus brachyotis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.47041245068363
"Cynopterus horsfieldii","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.04322669104349
"Cynopterus minutus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.31236616795554
"Dobsonia magna","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.14418563412565
"Dobsonia viridis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.47646355193151
"Dobsonia praedatrix","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.24533844175715
"Dobsonia peronii","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.42719419346892
"Dobsonia pannietensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.59359551562145
"Dobsonia anderseni","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.45954296004726
"Dobsonia minor","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.37235501497715
"Dobsonia inermis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.01396308418893
"Dobsonia exoleta","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.52146091786225
"Dobsonia emersa","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.28066243130932
"Dobsonia crenulata","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.39003017447124
"Dobsonia chapmani","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.38003559283289
"Dobsonia beauforti","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.07523631328078
"Dobsonia moluccensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.94657177821724
"Dyacopterus brooksi","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,4.36944785246702
"Dyacopterus spadiceus","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,4.36944785246702
"Eidolon dupreanum","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,1,1,5.65161160232729
"Eidolon helvum","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,1,1,5.53855399528842
"Epomophorus angolensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.23627805811077
"Epomophorus crypturus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.56476477135305
"Epomophorus gambianus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.866533950122
"Epomophorus grandis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.90358752660704
"Epomophorus labiatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.15810152802485
"Epomophorus minimus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.23627805811077
"Epomophorus minor","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.82341034707154
"Epomophorus wahlbergi","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.52807313560312
"Epomops dobsonii","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.81283455045384
"Epomops franqueti","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.78690823924363
"Epomops buettikoferi","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.90408889036586
"Pteropus keyensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus gilliardorum","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.01112010476642
"Pteropus griseus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.59842195899838
"Pteropus howensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.45502192530568
"Pteropus hypomelanus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.06178320601694
"Pteropus cognatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus intermedius","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus faunulus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.84574489275858
"Pteropus leucopterus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.83188247728352
"Pteropus livingstonii","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.60023777869624
"Pteropus lombocensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.52664744454955
"Pteropus loochoensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus lylei","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.76101310811047
"Pteropus macrotis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.8805329864007
"Pteropus insularis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.64848115887111
"Pteropus fundatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.33102654095774
"Pteropus alecto","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.46858342780807
"Pteropus dasymallus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.07764224334903
"Pteropus conspicillatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.6550541754256
"Pteropus mahaganus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.53101513066706
"Pteropus temminckii","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus chrysoproctus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.56667242980324
"Pteropus capistratus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.51544284553668
"Pteropus aldabrensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.72358510195238
"Pteropus caniceps","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.22653666928747
"Pteropus brunneus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.30330490805908
"Pteropus banakrisi","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.42053499927229
"Pteropus aruensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus anetianus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.05678401322862
"Pteropus giganteus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.6910534352474
"Pteropus pselaphon","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.64848115887111
"Pteropus ualanus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus tuberculatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.64848115887111
"Pteropus tonganus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.03865819943509
"Pteropus tokudae","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.03043792139244
"Pteropus voeltzkowi","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.27004280531029
"Pteropus admiralitatum","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.706777983636
"Pteropus subniger","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus seychellensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.12686918411419
"Pteropus scapulatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.00871490051451
"Pteropus samoensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.73979291217923
"Pteropus rufus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89164421182577
"Pteropus rodricensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.54059665617072
"Pteropus rennelli","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus speciosus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.84574489275858
"Pteropus ornatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.80211837537706
"Pteropus melanopogon","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.75809450442773
"Pteropus melanotus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.84574489275858
"Pteropus molossinus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.65322575103905
"Pteropus neohibernicus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.87501512159246
"Pteropus niger","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.12523028727098
"Pteropus rayneri","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.58686107232424
"Pteropus ocularis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.39816270151775
"Pteropus pumilus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.21683612468015
"Pteropus pelewensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus personatus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.85592890433527
"Pteropus pilosus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Pteropus pohlei","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.8406416573734
"Pteropus poliocephalus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.62128580436967
"Pteropus mariannus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.11919791361753
"Pteropus nitendiensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.5834963087817
"Pteropus woodfordi","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.79023796845007
"Pteropus vampyrus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,6.84255520573388
"Pteropus vetulus","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.00394630594546
"Pteropus yapensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.89233458120079
"Rousettus spinalatus","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.51906748693468
"Rousettus obliviosus","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,3.80888224650863
"Rousettus linduensis","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.36615128551559
"Rousettus leschenaultii","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.45295097301058
"Rousettus celebensis","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.04830062372069
"Rousettus amplexicaudatus","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.42448728586265
"Rousettus aegyptiacus","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.89215201332548
"Rousettus bidens","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.14930612029607
"Rousettus lanosus","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.64439089914137
"Rousettus madagascariensis","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.14472076954717
"Haplonycteris fischeri","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,2.94233149682688
"Harpyionycteris celebensis","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.65396035015752
"Harpyionycteris whiteheadi","Pteropodidae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.71402459090017
"Hypsignathus monstrosus","Pteropodidae",0,10,0,0,0,0,90,0,0,0,1,0,0,5.81734922686113
"Latidens salimalii","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.80666248977032
"Lissonycteris angolensis","Pteropodidae",0,0,0,0,0,0,60,40,0,0,1,0,0,4.23858919592989
"Macroglossus minimus","Pteropodidae",0,0,0,0,0,0,20,80,0,0,1,0,0,2.85474458025301
"Macroglossus sobrinus","Pteropodidae",0,0,0,0,0,0,20,80,0,0,1,0,0,3.14113047624335
"Megaerops kusnotoi","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.60929497477109
"Megaerops niphanae","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.51452606696916
"Megaerops wetmorei","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,2.9704144655697
"Megaerops ecaudatus","Pteropodidae",0,0,0,0,0,0,80,20,0,0,1,0,0,3.24532299488305
"Melonycteris melanops","Pteropodidae",0,0,0,0,0,0,30,70,0,0,1,0,0,3.91282268559871
"Melonycteris woodfordi","Pteropodidae",0,0,0,0,0,0,30,70,0,0,1,0,0,3.63442326831788
"Melonycteris fardoulisi","Pteropodidae",0,0,0,0,0,0,30,70,0,0,1,0,0,3.77345035556421
"Micropteropus pusillus","Pteropodidae",0,0,0,0,0,0,90,10,0,0,1,0,0,3.31672822503571
